path,bytes,classification,reason,action
apps/web/e2e/track-a-sellable.spec.ts,26904,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/universe-lenses.spec.ts,5795,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-adjunct-forensic-style.spec.ts,4323,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-adjuncts.spec.ts,24390,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-control-matrix.spec.ts,12258,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-cool-black-galaxy-mandate.spec.ts,9423,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-core-routes-forensic.spec.ts,7374,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-forensic-shell.spec.ts,10242,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-host-parity.spec.ts,12678,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-language-wordmark.spec.ts,4069,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-performance-acceptance.spec.ts,29862,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-performance.spec.ts,16335,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-responsive-accessibility.spec.ts,5820,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-runtime-lifecycle.spec.ts,2858,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-star-brain.spec.ts,24590,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v197-universe-lenses-forensic.spec.ts,9430,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v8-chatbox-scroll.spec.ts,5259,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v8-cpu-budget.spec.ts,2924,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v8-star-brain-perf.spec.ts,3386,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v9-state-census.spec.ts,11127,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/v9-ui-census.spec.ts,8890,KEEP_TEST,executable product or release proof,retain
apps/web/e2e/visual-readiness.spec.ts,37904,KEEP_TEST,executable product or release proof,retain
apps/web/index.html,361,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/package.json,643,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/playwright.config.ts,1292,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/playwright.g04.config.ts,1370,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/playwright.sandbox.config.ts,428,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/manifest.webmanifest,714,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/nur-icon.svg,738,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/offline.html,670,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/robots.txt,3,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/service-worker.js,802,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/public/v197/NUR_V197_CHECKBOX_TICK_RESTORED.html,718041,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/scripts/rebuild-v197-canonical.mjs,4840,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/scripts/rebuild-v197-control-matrix.mjs,5505,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/__tests__/pwa-readiness.test.ts,1490,KEEP_TEST,executable product or release proof,retain
apps/web/src/assets/fonts/bodoni-moda-v28-latin-italic.woff2,29644,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/assets/fonts/bodoni-moda-v28-latin-normal.woff2,46260,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/assets/fonts/crimson-pro-v28-latin-italic.woff2,51432,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/assets/fonts/crimson-pro-v28-latin-normal.woff2,48200,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197-api-auth-recovery.test.ts,3169,KEEP_TEST,executable product or release proof,retain
apps/web/src/bridge/v197Accessibility.ts,1077,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Adjuncts.ts,91007,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197ApiClient.ts,40075,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Bindings.ts,41530,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Brand.ts,1814,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Bridge.ts,15617,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Events.ts,3122,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Fonts.ts,1814,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Hydration.ts,58700,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197I18n.ts,11745,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Mutations.ts,2296,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197PerformanceProfile.ts,9242,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Polish.ts,7378,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Rewards.ts,6116,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197Selectors.ts,881,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197StarBrain.ts,10167,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197StarSeal.ts,9917,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v197StreamClient.ts,7525,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/bridge/v43StarBrainRuntime.js,25145,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/lib/i18n.test.ts,2388,KEEP_TEST,executable product or release proof,retain
apps/web/src/lib/i18n.ts,18470,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/main.ts,643,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/styles/v197-adjunct-forensic.css,15270,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/styles/v197-cosmic-skin.css,96022,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/styles/v197-functional.css,7889,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/styles/v197-holographic.css,11283,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/styles/v197-star-seal.css,6403,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/v197/accessibility.test.ts,1002,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/adjunct-style.test.ts,1303,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/contract.test.ts,2350,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/contract.ts,3455,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/src/v197/performance-profile.test.ts,3653,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/phase1-host.test.ts,2806,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/responsive-accessibility.test.ts,1925,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/star-brain-placement.test.ts,1056,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/star-seal.test.ts,8279,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/stream-client.test.ts,3498,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/track-a-actions.test.ts,13043,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/track-a-bridge.test.ts,11921,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/track-a-hydration.test.ts,18519,KEEP_TEST,executable product or release proof,retain
apps/web/src/v197/v43-star-brain-source.test.ts,5403,KEEP_TEST,executable product or release proof,retain
apps/web/src/vite-env.d.ts,211,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/tsconfig.json,492,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
apps/web/vite.config.ts,5099,KEEP_PRODUCT,runtime source migration configuration or operations code,retain
audit-output/00_CURRENT_GIT_STATE.md,4794,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/01_ARCHIVE_INTEGRITY.md,2590,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/ALL_PATHS.txt,252660,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/ALL_SHA256.txt,522212,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/CURRENT_GIT_FILE_VERDICT.csv,29040,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/CURRENT_GIT_GAP_REPORT.md,2798,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/CURRENT_GIT_TEST_EVIDENCE.md,3465,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/CURRENT_TRACKED_MANIFEST.txt,40547,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/FEATURE_REACHABILITY_MATRIX.csv,3101,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/FILE_LEDGER.csv,1034447,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/FINAL_FORENSIC_AUDIT.md,4275,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/GIT_HISTORY_REPORT.md,3300,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/GIT_LANE_RECONCILIATION.csv,1733,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/LIVE_TALK_PORT_COMPARISON.md,2861,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/PATH_VERSION_MATRIX.csv,111379,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/PRIORITIZED_EXECUTION_PLAN.md,4038,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/PRODUCT_COMPLETION_REPORT.md,2694,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/READ_COVERAGE.md,3187,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/RELEASE_VERDICT.md,2371,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/SECURITY_PRIVACY_REPORT.md,5247,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/SNAPSHOT_COMPARISON.md,3563,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/STRANDED_IMPLEMENTATIONS.md,3782,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/UNIQUE_TEXT_CANONICAL.txt,50893,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/current-index.patch,202,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
audit-output/current-working-tree.patch,391,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
docker-compose.dev.yml,171,KEEP_PRODUCT,small repository-owned source or configuration,retain
docker-compose.yml,3000,KEEP_PRODUCT,small repository-owned source or configuration,retain
docs/00-foundational-audit.md,4113,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/01-founder-intent-recovery.md,2634,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/02-full-ui-surface-inventory.md,2109,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/03-feature-to-ui-to-backend-map.md,1899,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/04-am-technology-integration-map.md,1839,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/05-nur-total-system-architecture.md,1698,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/06-v197-preservation-and-extension-plan.md,1323,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/07-track-a-vs-track-b-truth-table.md,2731,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/08-glow-economy-spec.md,1467,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/09-star-systems-spec.md,1681,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/10-today-body-mind-life-spec.md,1344,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/11-map-timeline-prediction-spec.md,1595,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/35-language-translation-engine.md,2456,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/37-frontend-forensic-rebuild-audit.md,9347,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/38-frontend-forensic-rebuild-final-report.md,20061,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/FABLE_EXECUTION_LEDGER.md,28122,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/FABLE_RECOVERY_STATUS.md,5154,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/am-projects-product-spec.md,2231,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/analytics-experiment-plan.md,1848,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/backend-reuse-inventory.md,2717,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/billing-entitlement-spec.md,4503,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/community-ssr-architecture.md,2171,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/conflict-and-supersession-report.md,2310,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/consultation-system.md,1626,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/context-capsule-spec.md,1728,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/data-flow-map.md,2496,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/engagement-loop-spec.md,2391,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/founder-intent-recovery.md,3122,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/glow-points-economy.md,1852,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/group-nur-architecture.md,2005,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/ALL_NUR_WORK_INVENTORY.csv,13995,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/FINAL_GITHUB_PUBLICATION_REPORT.md,3261,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/NUR_WORK_RECONCILIATION_MATRIX.csv,4015,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/BLOCKERS.md,8884,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/tribe-g17/ENV_INTEGRITY_INCIDENT.md,7044,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/EVIDENCE_INDEX.md,2932,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/G17_REQUIREMENT_MATRIX.csv,4997,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/MODEL_PROVENANCE.json,2456,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/NEXT_ACTION.md,1902,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/tribe-g17/RESOURCE_PROFILE.json,3367,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/tribe-g17/SESSION_LOG.jsonl,2620,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/tribe-g17/STATE.json,2748,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/tribe-g17/text_inference_probe.py,4432,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/v5-completion/BLOCKERS.md,8386,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/v5-completion/DECISION_LOG.md,11734,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/v5-completion/EVIDENCE_INDEX.md,2716,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/v5-completion/GATE_MATRIX.csv,1821,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/v5-completion/NEXT_ACTION.md,2518,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/v5-completion/PRE_EDIT_GIT_STATE.md,1624,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/v5-completion/REQUIREMENT_MATRIX.csv,115901,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/integration/v5-completion/SESSION_LOG.jsonl,1448,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/integration/v5-completion/STATE.json,4101,REMOVE_STALE,construction-session state is superseded by final completion artifacts,remove after recorded review
docs/intelligence-kernel.md,2060,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/interaction-registry.json,9081,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/interaction-registry.md,8110,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/missing-backend-build-map.md,2115,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/mobile-pwa-plan.md,1624,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/notification-reengagement-spec.md,1769,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/omega-spec.md,1902,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/presentation-auth-recovery.md,1365,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/reference/entry_decoded_v197.html,129089,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/reference/universe_decoded_v197.html,401468,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/release/v197-control-matrix.json,50710,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/release/v197-control-matrix.md,14550,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/remaining-gaps.md,3557,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/research-informed-product-decisions.md,4238,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/research-web-expert-tender-spec.md,1876,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/route-map.md,3263,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/security-boundary-map.md,2520,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/source-authority-report.md,1724,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/streaks-quests-levels.md,1840,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/test-plan.md,1872,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-adjuncts/capsule-contract.md,1914,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-adjuncts/omega-contract.md,1786,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-adjuncts/settings-contract.md,1756,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-before-after.md,1617,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-control-backend-map.md,5483,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-parity-inventory.md,5383,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-performance-report.md,5776,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-phase1-scope.md,1055,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v197-premium-polish-plan.md,2293,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v5/CODEX_NUR_COMPLETION_ORCHESTRATOR_V5_20260713.md,26966,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v5/NUR_EXACT_STATUS_LEDGER_V5_20260713.md,31708,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v5/NUR_LIVING_INTELLIGENCE_MASTERPLAN_V5_20260713.md,151215,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v5/NUR_V5_MASTERPACK_MANIFEST_20260713.json,2168,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/audit-claim-verification.csv,3009,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/conflict-and-supersession-report.md,5359,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/credential-exposure-inventory.csv,3274,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/current-capability-gap-map.md,29268,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/founder-decisions.md,9556,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/git-lineage-reconciliation.md,2375,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v6/source-authority-report.md,5233,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/AVAILABLE_CONNECTORS_AND_TOOLS.md,3296,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/CINEMATIC_QUALITY_RUBRIC.csv,3056,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/CONNECTOR_USAGE_LEDGER.csv,3358,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/CURRENT_VISUAL_ARCHITECTURE.md,4608,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/SLICE1_RESULT.md,5397,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v8/SYSTEMS_CANDIDATE_FREEZE.md,4025,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v9/BEST_UI_RESEARCH_LEDGER.csv,3930,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v9/CURRENT_UI_SCREEN_CENSUS.csv,6689,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v9/NUR_COMPLETE_UI_AUDIT.md,7310,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
docs/v9/NUR_COMPLETE_UI_FLAW_LEDGER.csv,9921,KEEP_DURABLE_DOC,bounded product architecture security or release documentation,retain
evidence/20260724T225447Z/G00_EVIDENCE/git_status.log,238,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G00_EVIDENCE/report.md,546,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G00_EVIDENCE/result.json,1219,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G00_EVIDENCE/secret_scan.log,135,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G00_EVIDENCE/v197_integrity.log,1001,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/alembic_single_head.log,97,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/backend_tests.log,317,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/diff_check.log,20,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/mobile_typecheck.log,37,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/release_naming.log,115,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/report.md,1294,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/result.json,3499,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/ruff.log,61,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/secret_scan.log,135,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/v197_integrity.log,1001,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/web_build.log,753,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/web_typecheck.log,34,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G01_STATIC/web_unit_tests.log,263,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G02_AUTH/auth_backend_tests.log,214,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G02_AUTH/report.md,706,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G02_AUTH/result.json,1473,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/control_matrix_fresh.log,161,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/control_matrix_regen.log,740,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/no_broken_controls.log,222,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/report.md,908,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/result.json,2351,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
evidence/20260724T225447Z/G03_V197/v197_integrity.log,1001,ARCHIVE_EXTERNAL,historical run evidence is useful but should not inflate the release tree,archive then remove from release branch
